"ISO","GID","P_2000","P_2001","P_2002","P_2003","P_2004","P_2005","P_2006","P_2007","P_2008","P_2009","P_2010","P_2011","P_2012","P_2013","P_2014","P_2015","P_2016","P_2017","P_2018","P_2019","P_2020"
"lso",426650362,25106.8295196,25009.248002,24912.0457499,24815.2212891,24718.7731513,24622.699874,24527,24431.6720782,24336.7146629,24242.126314,24147.9055972,24054.0510835,23960.5613497,23867.434978,23774.6705561,23682.2666773,23590.2219402,23498.534949,23407.2043133,23316.228648,23225.6065735
"lso",426650363,20199.2049162,19961.6268528,19726.843124,19494.8208635,19265.5275915,19038.9312104,18815,18593.7026132,18375.0080717,18158.8857615,17945.3054285,17734.2371747,17525.6514535,17319.5190662,17115.8111571,16914.4992102,16715.5550447,16518.9508114,16324.6589886,16132.6523783,15942.9041023
"lso",426650364,18790.6797515,18677.5437977,18565.089019,18453.3113142,18342.2066067,18231.7708445,18122,18012.8900698,17904.4370747,17796.6370593,17689.4860921,17582.9802654,17477.1156947,17371.8885193,17267.2949014,17163.3310265,17059.993103,16957.2773621,16855.1800578,16753.6974665,16652.8258871
"lso",426650365,18588.8510829,18370.2136039,18154.1476849,17940.62308,17729.6098988,17521.0786026,17315,17111.3452431,16910.0858231,16711.1935668,16514.6406322,16320.3995046,16128.4429933,15938.744227,15751.2766509,15566.0140221,15382.9304066,15202.0001754,15023.198001,14846.4988536,14671.8779979
"lso",426650366,19951.1604502,20096.4623381,20242.822442,20390.2484689,20538.7481817,20688.3293999,20839,20990.7679159,21143.6411391,21297.6277196,21452.7357657,21608.9734449,21766.3489842,21924.8706706,22084.5468512,22245.3859341,22407.3963886,22570.5867456,22734.9655983,22900.5416022,23067.3234762
"lso",426650367,24933.4455399,25115.0328073,25297.9425528,25482.1844078,25667.768074,25854.7033236,26043,26232.6680183,26423.7173658,26616.1581026,26810.0003621,27005.2543512,27201.9303515,27400.0387194,27599.5898865,27800.5943606,28003.062726,28207.005644,28412.4338536,28619.358172,28827.7894952
"lso",426650368,25911.7515939,26027.8187824,26144.4058737,26261.5151966,26379.1490904,26497.3099048,26616,26735.2217469,26854.9775268,26975.269732,27096.1007652,27217.47304,27339.3889808,27461.8510229,27584.8616124,27708.4232065,27832.5382733,27957.2092919,28082.4387528,28208.2291572,28334.5830179
"lso",426650369,24677.8209974,24857.5465822,25038.5810867,25220.9340436,25404.615055,25589.6337929,25776,25963.7234896,26152.8141467,26343.2819281,26535.1368634,26728.3890549,26923.0486788,27119.1259851,27316.6312988,27515.5750198,27715.9676238,27917.8196629,28121.141766,28325.9446393,28532.2390673
"lso",426650370,22481.6130827,22217.1898977,21955.876793,21697.6371885,21442.4349345,21190.2343065,20941,20694.6971259,20451.2912054,20210.7481654,19973.0343331,19738.1164323,19505.9615779,19276.5372716,19049.8113974,18825.7522169,18604.3283652,18385.5088463,18169.2630285,17955.5606406,17744.3717675
"lso",426650371,21874.567588,22033.8774174,22194.3474809,22355.9862286,22518.8021716,22682.8038835,22848,23014.3992198,23182.0103051,23350.8420815,23520.9034394,23692.2033336,23864.7507842,24038.554877,24213.6247639,24389.9696637,24567.598862,24746.5217124,24926.7476361,25108.2861235,25291.1467337
"lso",426650372,20367.6274014,20515.9623677,20665.3776396,20815.8810848,20967.4806285,21120.1842532,21274,21428.9359683,21585.0003164,21742.2012624,21900.5470838,22060.0461186,22220.7067657,22382.5374848,22545.5467974,22709.7432872,22875.1356001,23041.7324452,23209.542595,23378.5748858,23548.8382184
"lso",426650373,33071.3055057,33312.1598227,33554.7682525,33799.1435703,34045.2986438,34293.246435,34543,34794.57249,35047.9771519,35303.2273294,35560.336463,35819.3180914,36080.1858516,36342.9534802,36607.6348136,36874.2437891,37142.7944455,37413.3009239,37685.7774683,37960.2384263,38236.6982503
"lso",426650374,38600.263306,38881.3843537,39164.5527721,39449.7834718,39737.0914721,40026.4919019,40318,40611.6311163,40907.4007125,41205.3243629,41505.4177552,41807.6966913,42112.1770884,42418.8749794,42727.806514,43038.9879596,43352.435702,43668.1662464,43986.1962182,44306.5423638,44629.2215516
"lso",426650375,26787.9202168,26983.0133989,27179.5274211,27377.4726311,27576.8594521,27777.6983832,27980,28183.774955,28389.0339783,28595.7878782,28804.0475418,29013.8239353,29225.1281049,29437.9711772,29652.3643599,29868.3189421,30085.8462955,30304.9578743,30525.6652162,30747.9799429,30971.9137609
"lso",426650376,27161.1249897,27469.5481854,27781.4736245,28096.9410759,28415.9907604,28738.6633553,29065,29395.0423008,29728.8323368,30066.4126645,30407.8263241,30753.116844,31102.3282475,31455.5050573,31812.6923019,32173.935521,32539.2807715,32908.7746333,33282.4642152,33660.3971609,34042.6216552
"lso",426650377,20789.8757616,20707.0764254,20624.6068522,20542.4657285,20460.6517464,20379.1636028,20298,20217.1596456,20136.6412521,20056.4435372,19976.5652239,19897.00504,19817.7617185,19738.8339975,19660.22062,19581.9203341,19503.9318928,19426.2540543,19348.8855814,19271.825242,19195.071809
"lso",426650378,26822.6064856,26715.7807385,26609.3804437,26503.4039068,26397.84944,26292.7153625,26188,26083.7016848,25979.818756,25876.3495592,25773.2924467,25670.6457773,25568.4079162,25466.5772355,25365.1521133,25264.1309345,25163.5120903,25063.2939784,24963.4750027,24864.0535737,24765.0281079
"lso",426650379,24099.992888,24207.9446182,24316.3798995,24425.3008977,24534.7097886,24644.6087576,24755,24865.8857208,24977.2681348,25089.1494671,25201.5319523,25314.4178353,25427.809371,25541.7088245,25656.1184707,25771.040595,25886.4774931,26002.4314706,26118.9048439,26235.8999394,26353.4190941
"lso",426650380,21351.6883062,21447.3294836,21543.3990691,21639.8989815,21736.8311486,21834.1975065,21932,22030.2405828,22128.9212172,22228.0438744,22327.6105343,22427.6231858,22528.0838265,22628.9944633,22730.3571117,22832.1737964,22934.4465513,23037.1774193,23140.3684523,23244.0217116,23348.1392677
"lso",426650381,20589.1261484,20507.1263328,20425.453096,20344.1051372,20263.081161,20182.379877,20102,20021.94025,19942.1993521,19862.7760363,19783.6690379,19704.8770969,19626.3989588,19548.2333736,19470.3790966,19392.8348879,19315.5995127,19238.671741,19162.0503477,19085.7341125,19009.7218201
"lso",426650382,21969.7918556,21882.2932962,21795.1432151,21708.3402245,21621.8829421,21535.7699911,21450,21364.571603,21279.4834396,21194.7341548,21110.3223989,21026.2468276,20942.5061022,20859.0988888,20776.0238594,20693.2796909,20610.8650656,20528.778671,20447.0191999,20365.5853503,20284.4758254
"lso",426650383,27057.1557786,26949.3958977,26842.0651894,26735.1619446,26628.6844607,26522.6310422,26417,26311.789652,26206.9983228,26102.6243434,25998.6660518,25895.1217923,25791.9899161,25689.2687807,25586.9567503,25485.0521955,25383.5534936,25282.4590281,25181.767189,25081.476373,24981.5849827
"lso",426650384,19171.5880631,19095.2338423,19019.1837156,18943.4364719,18867.9909049,18792.8458132,18718,18643.4522734,18569.2014463,18495.2463361,18421.5857651,18348.2185604,18275.1435534,18202.3595805,18129.8654825,18057.6601051,17985.7422983,17914.1109167,17842.7648198,17771.7028712,17700.9239394
"lso",426650385,24697.3235905,24598.9621562,24500.9924636,24403.4129526,24306.2220692,24209.4182655,24113,24016.9657372,23921.3139477,23826.0431083,23731.1517018,23636.638217,23542.5011488,23448.738998,23355.3502714,23262.3334819,23169.6871481,23077.4097946,22985.4999519,22893.9561563,22802.77695
"lso",426650386,21956.4768303,21869.0313002,21781.9340374,21695.1836547,21608.7787707,21522.7180093,21437,21351.6233778,21266.586783,21181.8888613,21097.5282641,21013.5036477,20929.8136742,20846.4570107,20763.4323298,20680.7383093,20598.3736322,20516.336987,20434.6270671,20353.2425713,20272.1822037
"lso",426650387,29999.226309,29990.3486923,29981.4737027,29972.6013394,29963.7316017,29954.8644888,29946,29937.1381344,29928.2788913,29919.4222699,29910.5682694,29901.716889,29892.8681281,29884.0219857,29875.1784611,29866.3375536,29857.4992624,29848.6635867,29839.8305257,29831.0000786,29822.1722447
"lso",426650388,26439.5434481,26334.2433169,26229.362562,26124.8995131,26020.8525067,25917.2198858,25814,25711.1912056,25608.7918652,25506.8003483,25405.2150305,25304.0342941,25203.2565278,25102.8801266,25002.9034922,24903.3250322,24804.143161,24705.356299,24606.9628731,24508.9613163,24411.3500679
"lso",426650389,28612.9652811,28499.0091152,28385.5067998,28272.4565274,28159.8564975,28047.7049171,27936,27824.7399674,27713.9230475,27603.5474754,27493.6114935,27384.1133509,27275.051304,27166.4236158,27058.2285565,26950.464403,26843.1294393,26736.2219559,26629.7402503,26523.6826269,26418.0473966
"lso",426650390,22779.2734474,23037.939328,23299.5424418,23564.116142,23831.6941605,24102.3106124,24376,24652.7972175,24932.7375552,25215.8567043,25502.1907612,25791.7762323,26084.6500382,26380.8495192,26680.4124394,26983.3769915,27289.7818024,27599.6659371,27913.0689045,28230.0306621,28550.5916211
"lso",426650391,20582.2734525,20815.9917008,21052.363894,21291.4201685,21533.1910029,21777.7072218,22025,22275.1008662,22528.0417071,22783.8547716,23042.5726746,23304.2284015,23568.8553123,23836.4871456,24107.1580233,24380.9024548,24657.7553412,24937.75198,25220.9280695,25507.3197134,25796.9634253
"lso",426650392,18857.457959,18851.8775056,18846.2987036,18840.7215526,18835.1460519,18829.5722012,18824,18818.4294477,18812.860544,18807.2932882,18801.7276799,18796.1637187,18790.6014039,18785.0407353,18779.4817122,18773.9243341,18768.3686007,18762.8145113,18757.2620656,18751.7112629,18746.162103
"lso",426650393,21096.121345,21012.102332,20928.4179394,20845.0668347,20762.0476904,20679.3591844,20597,20514.9688255,20433.2643546,20351.885286,20270.830324,20190.0981776,20109.6875611,20029.5971941,19949.825801,19870.3721116,19791.2348604,19712.4127873,19633.9046369,19555.709159,19477.8251084
"lso",426650394,22201.3909524,22194.820935,22188.2528618,22181.6867322,22175.1225458,22168.5603019,22162,22155.4416394,22148.8852197,22142.3307402,22135.7782003,22129.2275995,22122.6789372,22116.1322129,22109.5874259,22103.0445757,22096.5036617,22089.9646834,22083.4276401,22076.8925313,22070.3593564
"lso",426650395,20096.6566148,20090.7094475,20084.7640402,20078.8203924,20072.8785034,20066.9383728,20061,20055.0633846,20049.128526,20043.1954236,20037.2640771,20031.3344858,20025.4066492,20019.4805668,20013.5562382,20007.6336627,20001.7128399,19995.7937692,19989.8764501,19983.9608822,19978.0470648
"lso",426650396,19361.3519961,19355.6224262,19349.8945519,19344.1683726,19338.4438879,19332.7210972,19327,19321.2805959,19315.5628843,19309.8468647,19304.1325366,19298.4198996,19292.7089531,19286.9996967,19281.2921298,19275.5862519,19269.8820625,19264.1795612,19258.4787474,19252.7796206,19247.0821804
"lso",426650397,27086.0902285,27034.3285272,26982.6657429,26931.1016865,26879.6361694,26828.2690032,26777,26725.8289722,26674.7557326,26623.7800943,26572.9018708,26522.120876,26471.4369239,26420.8498293,26370.3594069,26319.965472,26269.6678403,26219.4663277,26169.3607506,26119.3509255,26069.4366695
"lso",426650398,26406.8529015,26304.2186451,26201.9832923,26100.1452927,25998.7031021,25897.655182,25797,25696.7360297,25596.8617506,25497.3756482,25398.2762136,25299.561944,25201.2313425,25103.2829179,25005.7151847,24908.5266634,24811.7158801,24715.2813667,24619.2216606,24523.5353053,24428.2208496
"lso",426650399,21424.1578288,21403.5821854,21383.0263027,21362.4901617,21341.9737436,21321.4770293,21301,21280.5426367,21260.1049205,21239.6868326,21219.2883541,21198.9094662,21178.5501501,21158.2103869,21137.890158,21117.5894445,21097.3082276,21077.0464888,21056.8042092,21036.5813702,21016.377953
"lso",426650400,29282.3309247,29254.208335,29226.1127541,29198.0441561,29170.002515,29141.9878049,29114,29086.0390744,29058.1050024,29030.1977581,29002.3173157,28974.4636496,28946.6367339,28918.8365431,28891.0630515,28863.3162333,28835.5960631,28807.9025151,28780.2355639,28752.5951838,28724.9813495
"lso",426650401,26943.8882717,26918.0115095,26892.1595992,26866.3325169,26840.5302388,26814.7527411,26789,26763.2719917,26737.5686923,26711.8900783,26686.2361259,26660.6068114,26635.0021112,26609.4220016,26583.866459,26558.3354597,26532.8289803,26507.3469972,26481.8894869,26456.4564258,26431.0477904
"lso",426650402,22059.8119177,22038.6257956,22017.4600205,21996.3145729,21975.1894333,21954.0845822,21933,21911.9356674,21890.8915648,21869.8676729,21848.8639722,21827.8804433,21806.9170669,21785.9738236,21765.0506941,21744.147659,21723.2646992,21702.4017951,21681.5589278,21660.7360777,21639.9332259
"lso",426650403,18199.6838851,18164.9041663,18130.1909118,18095.5439946,18060.9632879,18026.4486651,17992,17957.6171665,17923.3000389,17889.0484915,17854.8623991,17820.7416365,17786.6860789,17752.6956017,17718.7700806,17684.9093914,17651.1134101,17617.3820132,17583.7150773,17550.112479,17516.5740956
"lso",426650404,27571.630928,27518.9413551,27466.3524724,27413.8640874,27361.4760081,27309.1880427,27257,27204.911689,27152.9229191,27101.0335001,27049.2432421,26997.5519557,26945.9594516,26894.4655412,26843.070036,26791.7727479,26740.5734893,26689.4720728,26638.4683115,26587.5620187,26536.7530082
"lso",426650405,28631.590109,28604.0924872,28576.621274,28549.176444,28521.7579719,28494.3658323,28467,28439.6604497,28412.3471561,28385.0600941,28357.7992384,28330.5645639,28303.3560454,28276.1736578,28249.0173761,28221.887175,28194.7830297,28167.7049151,28140.6528061,28113.6266778,28086.6265053
"lso",426650406,20789.731555,21025.8055559,21264.560252,21506.0260835,21750.2338361,21997.2146453,22247,22499.6217467,22755.1120935,23013.5036142,23274.8292527,23539.1223268,23806.4165327,24076.7459491,24350.1450418,24626.648668,24906.2920806,25189.110933,25475.1412832,25764.4195988,26056.9827615
